"orig_name","canonical_name","corporation_name","beneficiary","city","state","price_mean","bidder_num","auction","institutional"
"Fourth National Bank",,"Fourth National Bank","","New York","NY",103.8235294118,445,"1864-06-15; Sixes of 1881",TRUE
"Fourth National Bank of Chicago",,"Fourth National Bank of Chicago","","Chicago","IL",103.8,446,"1864-06-15; Sixes of 1881",TRUE
"Boston National Bank",,"Boston National Bank","","Boston","MA",103.7727272727,447,"1864-06-15; Sixes of 1881",TRUE
"Second National Bank",,"Second National Bank","","New York","NY",103.7685352622,448,"1864-06-15; Sixes of 1881",TRUE
"Tradesman's Bank",,"Tradesmen's Bank","","Philadelphia","PA",103.735,449,"1864-06-15; Sixes of 1881",TRUE
"Gilman. Son & Co.",,"Gilman Son & Co","","New York","NY",103.7180952381,450,"1864-06-15; Sixes of 1881",TRUE
"Manhattan Saving Institution",,"Manhattan Savings Institution","","New York","NY",103.6666666667,451,"1864-06-15; Sixes of 1881",TRUE
"Arctic Fire Insurance Co.",,"Arctic Fire Insurance Co","","New York","NY",103.5475,452,"1864-06-15; Sixes of 1881",TRUE
"First National Bank of Indianapolis by B. G. Riggs, Vice President",,"First National Bank of Indianapolis by B G Riggs, Vice President","","Indianapolis","IN",103.5,453,"1864-06-15; Sixes of 1881",TRUE
"James C. Briggs","James C Briggs ",,"","Salem","MA",103.5,454,"1864-06-15; Sixes of 1881",FALSE
"H. G. Shuttleworth","H G Shuttleworth ",,"","New York","NY",103.4325,455,"1864-06-15; Sixes of 1881",FALSE
"Aaron Buckley","Aaron Buckley ",,"","New York","NY",103.425,456,"1864-06-15; Sixes of 1881",FALSE
"Failis, Young & Co",,"Failis, Young & Co","","Cincinnati","OH",103.4090909091,457,"1864-06-15; Sixes of 1881",TRUE
"Girard Bank",,"Girard Bank","","Philadelphia","PA",103.3695,458,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","Oswego","NY",103.3328571429,459,"1864-06-15; Sixes of 1881",TRUE
"Culver Penn & Co.",,"Culver Penn & Co","","New York","NY",103.3240634696,460,"1864-06-15; Sixes of 1881",TRUE
"Bollston Bank of Fitchenburgh",,"Bollston Bank of Fitchenburgh","","Fitchenburgh","MA",103.3026415094,461,"1864-06-15; Sixes of 1881",TRUE
"John W. Kimball, Treasurer","John W Kimball ",,"","Bath","ME",103.3,462,"1864-06-15; Sixes of 1881",FALSE
"W. D. Beliare & Co",,"W D Beliare & Co","","","",103.2229166667,463,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","Washington","DC",103.2179365831,464,"1864-06-15; Sixes of 1881",TRUE
"Howes & Macy",,"Howes & Macy","","New York","NY",103.1927266689,465,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","Lockport","NY",103.1923913043,466,"1864-06-15; Sixes of 1881",TRUE
"Central National Bank",,"Central National Bank","","New York","NY",103.18,467,"1864-06-15; Sixes of 1881",TRUE
"J. O. Fowler","J O Fowler ",,"","New York","NY",103.18,468,"1864-06-15; Sixes of 1881",FALSE
"U. S. Trust Company",,"U S Trust Company","","New York","NY",103.132,469,"1864-06-15; Sixes of 1881",TRUE
"Samuel R. Jones","Samuel R Jones ",,"","","",103.125,470,"1864-06-15; Sixes of 1881",FALSE
"R. R. Robinson & Co.",,"R R Robinson & Co","","Wilmington","DE",103.0259121679,471,"1864-06-15; Sixes of 1881",TRUE
"G. H. Forster","G H Forster ",,"","New York","NY",103.0255,472,"1864-06-15; Sixes of 1881",FALSE
"A. L. Carleton","A L Carleton ",,"","Washington","DC",103,473,"1864-06-15; Sixes of 1881",FALSE
"C. Hayward","C Hayward ",,"","Attleborough","MA",103,474,"1864-06-15; Sixes of 1881",FALSE
"C. T. Bechsworth","C T Bechsworth ",,"","Oberlin","OH",103,475,"1864-06-15; Sixes of 1881",FALSE
"Charles F. Quirks","Charles F Quirks ",,"","New York","NY",103,476,"1864-06-15; Sixes of 1881",FALSE
"Commander W. A. Parker, U.S.N","W A Parker ",,"","","",103,477,"1864-06-15; Sixes of 1881",FALSE
"Edwin West","Edwin West ",,"","New York","NY",103,478,"1864-06-15; Sixes of 1881",FALSE
"Eli White","Eli White ",,"","New York","NY",103,479,"1864-06-15; Sixes of 1881",FALSE
"F. W. Kellogg. M.C.","F W Kellogg M.C.",,"","","MI",103,480,"1864-06-15; Sixes of 1881",FALSE
"First National Bank",,"First National Bank","","Cleveland","OH",103,481,"1864-06-15; Sixes of 1881",TRUE
"G. B. May","G B May ",,"","Philadelphia","PA",103,482,"1864-06-15; Sixes of 1881",FALSE
"Gebhard Insurance Company",,"Gebhard Insurance Company","","","",103,483,"1864-06-15; Sixes of 1881",TRUE
"George W. P. Davis","George W P Davis ",,"","New York","NY",103,484,"1864-06-15; Sixes of 1881",FALSE
"H. Wenzell","H Wenzell ",,"","Boston","MA",103,485,"1864-06-15; Sixes of 1881",FALSE
"Hannah Dye","Hannah Dye ",,"","Morrisonville","NY",103,486,"1864-06-15; Sixes of 1881",FALSE
"Henry B. Smies","Henry B Smies ",,"","Southbury","CT",103,487,"1864-06-15; Sixes of 1881",FALSE
"Hon. W. D. Noble, for Tomb, Huss & Co.",,"Hon W D Noble","Tomb, Huss & Co.","Tiffin","OH",103,488,"1864-06-15; Sixes of 1881",TRUE
"J. V. Orris, President Ninth National Bank",,"J V Orris, President Ninth National Bank","","New York","NY",103,489,"1864-06-15; Sixes of 1881",TRUE
"James H. Mills","James H Mills ",,"","Buffalo","NY",103,490,"1864-06-15; Sixes of 1881",FALSE
"Jay Cooke & Co. for Robert P. Smith",,"Jay, Cooke & Co","Robert P. Smith","New York","NY",103,491,"1864-06-15; Sixes of 1881",TRUE
"John H. Goodwin","John H Goodwin ",,"","Hartford","CT",103,492,"1864-06-15; Sixes of 1881",FALSE
"John P. Walker","John P Walker ",,"","Providence","RI",103,493,"1864-06-15; Sixes of 1881",FALSE
"Mary Livingston","Mary Livingston ",,"","New York","NY",103,494,"1864-06-15; Sixes of 1881",FALSE
"Mechanics' & Manufacturing Bank, Trenton",,"Mechanics' & Manufacturing Bank, Trenton","","Trenton","NJ",103,495,"1864-06-15; Sixes of 1881",TRUE
"Oberlin College","Oberlin College ",,"","Oberlin","OH",103,496,"1864-06-15; Sixes of 1881",FALSE
"People's Bank",,"People's Bank","","New York","NY",103,497,"1864-06-15; Sixes of 1881",TRUE
"Thomas Booth","Thomas Booth ",,"","Chester","PA",103,498,"1864-06-15; Sixes of 1881",FALSE
"W. H. King","W H King ",,"","Chicago","IL",103,499,"1864-06-15; Sixes of 1881",FALSE
"Home Insurance Co.",,"Home Insurance Company","","New York","NY",102.9644444444,500,"1864-06-15; Sixes of 1881",TRUE
"The Sun Mutual Insurance Co.",,"The Sun Mutual Insurance Co","","New York","NY",102.95,501,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","Cincinnati","OH",102.8855932203,502,"1864-06-15; Sixes of 1881",TRUE
"Jay Cooke & Co. for J. R. Barlow",,"Jay, Cooke & Co","J. R. Barlow","New York","NY",102.875,503,"1864-06-15; Sixes of 1881",TRUE
"Win. F. Hughes, President for City Bank",,"Win F Hughes, President","City Bank","Philadelphia","PA",102.8462230216,504,"1864-06-15; Sixes of 1881",TRUE
"J. W. Haxer, Trustee",,"J W Haxer, Trustee","","Boston","MA",102.7161835749,505,"1864-06-15; Sixes of 1881",TRUE
"George W. Butts","George W Butts ",,"","Providence","RI",102.6451612903,506,"1864-06-15; Sixes of 1881",FALSE
"Colgate & Hoffman",,"Colgate & Hoffman","","New York","NY",102.6446629213,507,"1864-06-15; Sixes of 1881",TRUE
"Webster Bank",,"Webster Bank","","Boston","MA",102.5833333333,508,"1864-06-15; Sixes of 1881",TRUE
"L. Worthington","L Worthington ",,"","Cincinnati","OH",102.5333333333,509,"1864-06-15; Sixes of 1881",FALSE
"David Ellis","David Ellis ",,"","Boston","MA",102.5,510,"1864-06-15; Sixes of 1881",FALSE
"Elijah F. Hall","Elijah F Hall ",,"","Weymouth","MA",102.5,511,"1864-06-15; Sixes of 1881",FALSE
"H. W. Stowell","H W Stowell ",,"","South Reading","MA",102.5,512,"1864-06-15; Sixes of 1881",FALSE
"W. Faukner","W Faukner ",,"","Grafton","MA",102.5,513,"1864-06-15; Sixes of 1881",FALSE
"First National Bank",,"First National Bank","","Pittsburgh","PA",102.4629294756,514,"1864-06-15; Sixes of 1881",TRUE
"L. H. Nichols","L H Nichols ",,"","Lockport","NY",102.42,515,"1864-06-15; Sixes of 1881",FALSE
"Charles H. Delevan","Charles H Delevan ",,"","New York","NY",102.3928571429,516,"1864-06-15; Sixes of 1881",FALSE
"Commellia & Tillinghast",,"Commellia & Tillinghast","","New York","NY",102.368902439,517,"1864-06-15; Sixes of 1881",TRUE
"John J. Diffendoff","John J Diffendoff ",,"","Plainfield","NJ",102.25,518,"1864-06-15; Sixes of 1881",FALSE
"John Powell","John Powell ",,"","West Merriden","CT",102.25,519,"1864-06-15; Sixes of 1881",FALSE
"Ward, Campbell & Co., N. Y. on behalf of Grant & Son New-York",,"Ward, Campbell & Co","Grant & Son New-York","New York","NY",102.25,520,"1864-06-15; Sixes of 1881",TRUE
"Atlantic Mutual Insurance Co.",,"Atlantic Mutual Insurance Co","","New York","NY",102.2380952381,521,"1864-06-15; Sixes of 1881",TRUE
"B. L. Buxton, Secretary of Irving Saving Institution",,"B L Buxton, Secretary of Irving Saving Institution","","New York","NY",102.237473904,522,"1864-06-15; Sixes of 1881",TRUE
"Ward, Campbell & Co.",,"Ward, Campbell & Co","","New York","NY",102.214,523,"1864-06-15; Sixes of 1881",TRUE
"J. B. Thompson","J B Thompson ",,"","Cincinnati","OH",102.1,524,"1864-06-15; Sixes of 1881",FALSE
"Chatham Bank",,"Chatham Bank","","New York","NY",102.0854077253,525,"1864-06-15; Sixes of 1881",TRUE
"D. W. Vaughn, Cashier Fourth National Bank",,"D W Vaughn, Cashier Fourth National Bank","","New York","NY",102.044177443,526,"1864-06-15; Sixes of 1881",TRUE
"A. L. Carlton & Co.",,"A L Carlton & Co","","New York","NY",102,527,"1864-06-15; Sixes of 1881",TRUE
"C. H. Coy","C H Coy ",,"","Toledo","OH",102,528,"1864-06-15; Sixes of 1881",FALSE
"C. H. Spunger","C H Spunger ",,"","Natick","MA",102,529,"1864-06-15; Sixes of 1881",FALSE
"Cornerius Christie","Cornerius Christie ",,"","New York","NY",102,530,"1864-06-15; Sixes of 1881",FALSE
"E. J. Pennyman","E J Pennyman ",,"","Plymouth","MI",102,531,"1864-06-15; Sixes of 1881",FALSE
"F. Buell","F Buell ",,"","Washington","DC",102,532,"1864-06-15; Sixes of 1881",FALSE
"James W Kerr","James W Kerr ",,"","Rochester","NY",102,533,"1864-06-15; Sixes of 1881",FALSE
"John A. Gillett","John A Gillett ",,"","Springfield","IL",102,534,"1864-06-15; Sixes of 1881",FALSE
"John A. Schenck","John A Schenck ",,"","New York","NY",102,535,"1864-06-15; Sixes of 1881",FALSE
"John Nurse","John Nurse ",,"","New York","NY",102,536,"1864-06-15; Sixes of 1881",FALSE
"Mrs. Louisa W. Pettibone","Louisa W Pettibone ",,"","Winchester Centre","CT",102,537,"1864-06-15; Sixes of 1881",FALSE
"Philo Dubois","Philo Dubois ",,"","Buffalo","NY",102,538,"1864-06-15; Sixes of 1881",FALSE
"Sarah R. Chase","Sarah R Chase ",,"","Brunswick","ME",102,539,"1864-06-15; Sixes of 1881",FALSE
"Thomas J. Abbott","Thomas J Abbott ",,"","Washington","DC",102,540,"1864-06-15; Sixes of 1881",FALSE
"B. F. Wheelwright","B F Wheelwright ",,"","New York","NY",101.9858490566,541,"1864-06-15; Sixes of 1881",FALSE
"W. H. Cook","W H Cook ",,"","Bath","NY",101.98,542,"1864-06-15; Sixes of 1881",FALSE
"A. Lemascena & Co.",,"A Lemascena & Co","","New York","NY",101.975,543,"1864-06-15; Sixes of 1881",TRUE
"W. Rosses & Co.",,"W Rosses & Co","","Boston","MA",101.8157894737,544,"1864-06-15; Sixes of 1881",TRUE
"Bank of the Republic",,"Bank of the Republic","","New York","NY",101.5714285714,545,"1864-06-15; Sixes of 1881",TRUE
"John W. Ellis","John W Ellis ",,"","Cincinnati","OH",101.55,546,"1864-06-15; Sixes of 1881",FALSE
"S. V. Van Fleet","S V Van Fleet ",,"","Williamsport","PA",101.5166666667,547,"1864-06-15; Sixes of 1881",FALSE
"D. Rumsey","D Rumsey ",,"","Bath","NY",101.51,548,"1864-06-15; Sixes of 1881",FALSE
"O. Seymour","O Seymour ",,"","Bath","NY",101.51,549,"1864-06-15; Sixes of 1881",FALSE
"First National Bank",,"First National Bank","","St. Paul","MN",101.5,550,"1864-06-15; Sixes of 1881",TRUE
"John Davenport","John Davenport ",,"","Bath","NY",101.5,551,"1864-06-15; Sixes of 1881",FALSE
"M. Armstrong & Sons",,"M Armstrong & Sons","","New York","NY",101.5,552,"1864-06-15; Sixes of 1881",TRUE
"R. H. W. Bruce","R H W Bruce ",,"","Syracuse","NY",101.5,553,"1864-06-15; Sixes of 1881",FALSE
"W. L. Peck","W L Peck ",,"","Chicago","IL",101.5,554,"1864-06-15; Sixes of 1881",FALSE
"William Adams","William Adams ",,"","Washington","DC",101.5,555,"1864-06-15; Sixes of 1881",FALSE
"Mechanics' Bank",,"Mechanics' Bank","","New York","NY",101.4,556,"1864-06-15; Sixes of 1881",TRUE
"Constant Cook","Constant Cook ",,"","Bath","NY",101.3928571429,557,"1864-06-15; Sixes of 1881",FALSE
"Merchants' Exchange Bank",,"Merchants' Exchange Bank","","New York","NY",101.3541666667,558,"1864-06-15; Sixes of 1881",TRUE
"J. S. Trimble","J S Trimble ",,"","Mount Gilead","OH",101.2,559,"1864-06-15; Sixes of 1881",FALSE
"M.A. Nichols","M A Nichols ",,"","Lockport","NY",101.1,560,"1864-06-15; Sixes of 1881",FALSE
"U. G. Paris","U G Paris ",,"","Sandy Hill","NY",101.0909090909,561,"1864-06-15; Sixes of 1881",FALSE
"Rufus K. McHarg","Rufus K McHarg ",,"","New York","NY",101.04,562,"1864-06-15; Sixes of 1881",FALSE
"Asa Braichard","Asa Braichard ",,"","Norwich","VT",101,563,"1864-06-15; Sixes of 1881",FALSE
"F. & D. K. Hallenbeck, agents",,"F & D K Hallenbeck, agents","","Ferrysburgh","OH",101,564,"1864-06-15; Sixes of 1881",TRUE
"J. M. & S. M. Mitchell",,"J M & S M Mitchell","","Indianapolis","IN",101,565,"1864-06-15; Sixes of 1881",TRUE
"James Gallatin","James Gallatin ",,"","New York","NY",101,566,"1864-06-15; Sixes of 1881",FALSE
"James H. C. Bool","James H C Bool ",,"","Memphis","TN",101,567,"1864-06-15; Sixes of 1881",FALSE
"Jay Cook & Co. for Mellen & Wood",,"Jay, Cooke & Co","Mellen & Wood","Washington","DC",101,568,"1864-06-15; Sixes of 1881",TRUE
"National Bank",,"National Bank","","New York","NY",101,569,"1864-06-15; Sixes of 1881",TRUE
"Sarah Smith","Sarah Smith ",,"","Buffalo","NY",101,570,"1864-06-15; Sixes of 1881",FALSE
"Thomas D. Littlewood","Thomas D Littlewood ",,"","New York","NY",101,571,"1864-06-15; Sixes of 1881",FALSE
"William H. Proctor","William H Proctor ",,"","Washington","DC",101,572,"1864-06-15; Sixes of 1881",FALSE
"William John O'Brien","William John O'Brien ",,"","New York","NY",101,573,"1864-06-15; Sixes of 1881",FALSE
"Bank of Fort Edward",,"Bank of Fort Edward","","Fort Edward","NY",100.8,574,"1864-06-15; Sixes of 1881",TRUE
"Franklin Reed","Franklin Reed ",,"","Bath","ME",100.7,575,"1864-06-15; Sixes of 1881",FALSE
"First National Bank",,"First National Bank","","Killingsley","CT",100.5,576,"1864-06-15; Sixes of 1881",TRUE
"Mary Talcott","Mary Talcott ",,"","Hartford","CT",100.5,577,"1864-06-15; Sixes of 1881",FALSE
"P. Ring","P Ring ",,"","West Wilton","NY",100.5,578,"1864-06-15; Sixes of 1881",FALSE
"Thomas Brande","Thomas Brande ",,"","Elkhorn","WI",100.5,579,"1864-06-15; Sixes of 1881",FALSE
"First National Bank",,"First National Bank","","Sandy Hill","NY",100.4285714286,580,"1864-06-15; Sixes of 1881",TRUE
"J. W. Proctor & Co.",,"J W Proctor & Co","","Lewiston","IL",100.25,581,"1864-06-15; Sixes of 1881",TRUE
"Dehon, Clark & Bridges",,"Dehon, Clark & Bridges","","New York","NY",100.2307692308,582,"1864-06-15; Sixes of 1881",TRUE
"A. C. Hawlet","A C Hawlet ",,"","New York","NY",100,583,"1864-06-15; Sixes of 1881",FALSE
"B. B. Burt","B B Burt ",,"","Oswego","NY",100,584,"1864-06-15; Sixes of 1881",FALSE
"Benjamin Reis","Benjamin Reis ",,"","Washington","DC",100,585,"1864-06-15; Sixes of 1881",FALSE
"C. H. Doolittle, President",,"C H Doolittle, President","","Utica","NY",100,586,"1864-06-15; Sixes of 1881",TRUE
"Capt. J. E. Rastid","J E Rastid ",,"","Baltimore","MD",100,587,"1864-06-15; Sixes of 1881",FALSE
"E. Hathaway, Cashier",,"E Hathaway, Cashier","","Fall River","MA",100,588,"1864-06-15; Sixes of 1881",TRUE
"Edward Evalt","Edward Evalt ",,"","Baltimore","MD",100,589,"1864-06-15; Sixes of 1881",FALSE
"Edward F. Pratt","Edward F Pratt ",,"","Milwaukee","WI",100,590,"1864-06-15; Sixes of 1881",FALSE
"Edward Wells","Edward Wells ",,"","Quincy","IL",100,591,"1864-06-15; Sixes of 1881",FALSE
"Edward Wills","Edward Wills ",,"","Quincy","IL",100,592,"1864-06-15; Sixes of 1881",FALSE
"Exchange Bank",,"Exchange Bank","","Lockport","NY",100,593,"1864-06-15; Sixes of 1881",TRUE
"First National Bank",,"First National Bank","","Pomeroy","OH",100,594,"1864-06-15; Sixes of 1881",TRUE
"G. T. Mills","G T Mills ",,"","Thorntown","IA",100,595,"1864-06-15; Sixes of 1881",FALSE
"G. W. Himes","G W Himes ",,"","Shippensburgh","PA",100,596,"1864-06-15; Sixes of 1881",FALSE
"George Conn","George Conn ",,"","Quincy","IL",100,597,"1864-06-15; Sixes of 1881",FALSE
"George F. Waasman","George F Waasman ",,"","","",100,598,"1864-06-15; Sixes of 1881",FALSE
"George W. Cox","George W Cox ",,"","Washington","DC",100,599,"1864-06-15; Sixes of 1881",FALSE
"H. H. Fish","H H Fish ",,"","Utica","NY",100,600,"1864-06-15; Sixes of 1881",FALSE
"H. Kellogg & Son",,"H Kellogg & Son","","Philadelphia","PA",100,601,"1864-06-15; Sixes of 1881",TRUE
"Henry G. Burger","Henry G Burger ",,"","New York","NY",100,602,"1864-06-15; Sixes of 1881",FALSE
"Henry Peters","Henry Peters ",,"","Upper Sandusky","OH",100,603,"1864-06-15; Sixes of 1881",FALSE
"Ira Davenport","Ira Davenport ",,"","Bath","NY",100,604,"1864-06-15; Sixes of 1881",FALSE
"J. K. Wilden","J K Wilden ",,"","Washington","DC",100,605,"1864-06-15; Sixes of 1881",FALSE
"J. M. Dickson","J M Dickson ",,"","Washington","DC",100,606,"1864-06-15; Sixes of 1881",FALSE
"James D. Morgan","James D Morgan ",,"","Quincy","IL",100,607,"1864-06-15; Sixes of 1881",FALSE
"James G. Verplank","James G Verplank ",,"","Alexandria","VA",100,608,"1864-06-15; Sixes of 1881",FALSE
"John Hendrick","John Hendrick ",,"","South Charleston","OH",100,609,"1864-06-15; Sixes of 1881",FALSE
"John J. Abernethy","John J Abernethy ",,"","New York","NY",100,610,"1864-06-15; Sixes of 1881",FALSE
"John Rankin","John Rankin ",,"","South Charleston","OH",100,611,"1864-06-15; Sixes of 1881",FALSE
"John T. Hopkins","John T Hopkins ",,"","Evansville","IN",100,612,"1864-06-15; Sixes of 1881",FALSE
"Joseph J. Corke","Joseph J Corke ",,"","Providence","RI",100,613,"1864-06-15; Sixes of 1881",FALSE
"Lieut. Asa F. Abbott","Asa F Abbott ",,"","Washington","DC",100,614,"1864-06-15; Sixes of 1881",FALSE
"Manufacturers' and Traders' Bank.",,"Manufacturers' and Traders' Bank","","Buffalo","NY",100,615,"1864-06-15; Sixes of 1881",TRUE
"R. Hinckley","R Hinckley ",,"","Belleville","IL",100,616,"1864-06-15; Sixes of 1881",FALSE
"R. Woods","R Woods ",,"","Cincinnati","OH",100,617,"1864-06-15; Sixes of 1881",FALSE
"Rev. W. W. Williams","W W Williams ",,"","Toledo","OH",100,618,"1864-06-15; Sixes of 1881",FALSE
"Temera Uppstein","Temera Uppstein ",,"","Boonville","MO",100,619,"1864-06-15; Sixes of 1881",FALSE
"The Eastern Bank of Maryland",,"The Eastern Bank of Maryland","","Easton","MD",100,620,"1864-06-15; Sixes of 1881",TRUE
"Thomas Hudson","Thomas Hudson ",,"","Boston","MA",100,621,"1864-06-15; Sixes of 1881",FALSE
"Vincent Vigoreaux","Vincent Vigoreaux ",,"","New York","NY",100,622,"1864-06-15; Sixes of 1881",FALSE
"W. D. O'Brien","W D O'Brien ",,"","New York","NY",100,623,"1864-06-15; Sixes of 1881",FALSE
"W. H. Crosby","W H Crosby ",,"","Washington","DC",100,624,"1864-06-15; Sixes of 1881",FALSE
"W. M. Egan & Co.",,"W M Egan & Co","","Chicago","IL",100,625,"1864-06-15; Sixes of 1881",TRUE
"W. S. L. Jewett","W S L Jewett ",,"","Plainfield","NJ",100,626,"1864-06-15; Sixes of 1881",FALSE
"W.B. Belknap","W B Belknap ",,"","Louisville","KY",100,627,"1864-06-15; Sixes of 1881",FALSE
"Waidoboro Bank",,"Waidoboro Bank","","","ME",100,628,"1864-06-15; Sixes of 1881",TRUE
"William D. Murphy","William D Murphy ",,"","New York","NY",100,629,"1864-06-15; Sixes of 1881",FALSE
"William Spence","William Spence ",,"","New York","NY",100,630,"1864-06-15; Sixes of 1881",FALSE
"George M. Hunter","George M Hunter ",,"","North Argyle","NY",98.5,631,"1864-06-15; Sixes of 1881",FALSE
